259,113,1082
-142,117,1084
439,90,1083
12,115,1084
117,93,1251
-244,103,1149
328,89,1199
89,113,1235
107.25,104.125,1145.875
-244,89,1082
439,117,1251
,,
-450,0,1050
750,200,1300
150,100,1175
200,100,75
